numords,totdol,last,buyer,dollars,rfm1,rfm2
2,58,51,no,0,145,145
4,505,329,no,0,222,221
4,443,141,no,0,222,222
2,178,919,no,0,533,543
1,139,1052,no,0,552,554
1,24,1045,no,0,555,555
1,119,939,no,0,552,554
4,759,827,no,0,521,521
2,78,612,no,0,435,444
4,876,200,no,0,221,221
4,131,242,no,0,225,224
1,39,539,no,0,455,455
3,257,466,no,0,333,332
1,152,455,no,0,351,353
1,139,283,no,0,252,254
1,5,66,no,0,155,155
6,676,457,no,0,313,311
17,1524,379,no,0,311,311
7,1043,56,yes,128,121,111
6,319,465,no,0,315,312
2,118,394,no,0,344,344
3,726,416,no,0,331,331
1,149,441,no,0,351,353
1,62,165,no,0,253,255
1,59,64,no,0,154,155
8,392,980,no,0,514,512
3,281,212,no,0,232,232
10,593,115,yes,36,122,111
7,619,18,no,0,122,111
1,39,934,no,0,555,555
1,79,910,no,0,553,554
3,223,382,no,0,333,333
1,79,639,no,0,453,454
1,116,494,no,0,352,354
4,866,36,no,0,131,121
2,128,415,no,0,344,344
5,760,52,no,0,131,121
11,700,273,no,0,214,211
3,94,1005,no,0,525,534
41,1725,28,yes,125,112,111
1,177,794,no,0,551,553
2,114,476,no,0,344,344
2,161,660,no,0,433,443
1,279,469,no,0,351,352
1,169,22,no,0,151,153
11,307,1065,no,0,514,512
28,3484,37,yes,130,111,111
6,351,155,no,0,223,212
1,14,641,no,0,455,455
2,58,583,no,0,435,445
1,69,581,no,0,453,455
2,150,155,no,0,243,243
1,59,548,no,0,454,455
1,79,410,no,0,353,354
1,34,374,no,0,355,355
1,39,290,no,0,254,255
2,84,98,no,0,145,144
1,49,93,no,0,154,155
2,96,86,no,0,145,144
2,324,389,no,0,341,342
9,883,41,no,0,121,111
2,127,1101,no,0,534,544
28,1712,57,no,0,112,111
9,878,11,no,0,121,111
7,247,409,no,0,315,312
3,279,605,no,0,423,432
3,115,809,no,0,525,534
6,384,284,no,0,223,212
3,257,779,no,0,523,532
3,202,1033,no,0,524,533
4,508,557,no,0,421,421
5,336,315,no,0,223,222
1,104,980,no,0,553,554
2,183,157,no,0,243,243
2,197,611,no,0,432,443
1,9,541,no,0,455,455
1,35,519,no,0,455,455
3,537,214,no,0,231,231
5,360,182,no,0,223,222
1,29,373,no,0,355,355
2,348,185,no,0,241,242
12,775,686,no,0,412,411
1,209,431,no,0,351,353
2,68,571,no,0,435,445
11,703,218,no,0,214,211
3,147,466,no,0,334,333
13,384,644,no,0,414,412
5,334,785,no,0,514,522
2,203,644,no,0,432,443
18,1600,477,no,0,311,311
4,273,1040,no,0,523,522
6,592,847,no,0,512,511
2,86,155,no,0,244,244
3,152,95,no,0,144,133
4,696,284,no,0,221,221
3,497,262,no,0,231,231
7,1094,443,no,0,312,311
1,279,1115,no,0,551,552
2,248,903,no,0,532,542
3,363,906,no,0,522,532
4,253,641,no,0,423,422
2,148,724,no,0,433,443
1,49,725,no,0,454,455
1,49,689,no,0,454,455
1,12,651,no,0,455,455
1,99,637,no,0,453,454
3,297,414,no,0,332,332
1,49,385,no,0,354,355
1,19,149,no,0,255,255
27,1579,185,no,0,211,211
46,4605,53,no,0,111,111
12,615,144,no,0,214,211
10,886,18,no,0,121,111
1,160,659,no,0,451,453
1,89,164,no,0,253,254
6,636,92,no,0,122,111
3,216,58,no,0,143,133
1,67,735,no,0,453,455
4,174,121,no,0,135,123
1,229,410,no,0,351,353
2,78,127,no,0,145,144
1,99,420,no,0,352,354
1,12,210,no,0,255,255
5,437,198,no,0,222,222
1,39,197,no,0,254,255
6,187,1019,no,0,515,513
5,401,46,no,0,132,122
9,606,65,no,0,122,111
9,558,39,no,0,123,111
5,246,6,no,0,134,122
2,245,483,no,0,342,342
1,49,357,no,0,354,355
1,79,259,no,0,253,254
1,89,18,no,0,153,154
2,138,974,no,0,534,544
4,348,410,no,0,323,322
3,322,347,no,0,332,332
1,69,435,no,0,353,355
6,308,252,no,0,224,212
3,48,185,no,0,235,235
3,273,430,no,0,332,332
1,179,653,no,0,451,453
3,320,982,no,0,522,532
3,252,906,no,0,523,532
1,63,947,no,0,554,555
2,203,402,no,0,342,343
3,991,386,no,0,331,331
1,125,875,no,0,552,554
8,939,98,no,0,121,111
5,663,18,no,0,131,121
3,167,634,no,0,424,433
10,1031,406,no,0,312,311
2,158,87,yes,130,144,143
1,40,466,no,0,354,355
1,69,45,no,0,153,155
5,588,49,no,0,131,121
1,31,840,no,0,555,555
1,79,396,no,0,353,354
1,39,353,no,0,354,355
1,199,254,no,0,251,253
1,164,253,no,0,251,253
4,285,123,no,0,134,122
1,161,130,no,0,151,153
5,383,11,no,0,133,122
4,596,794,no,0,521,521
2,248,141,no,0,242,242
1,9,746,no,0,455,455
1,71,526,no,0,453,455
3,147,24,no,0,144,133
26,1655,100,no,0,112,111
8,715,35,no,0,122,111
2,133,1044,no,0,534,544
6,218,74,no,0,125,113
2,288,655,no,0,431,442
3,215,21,no,0,143,133
1,139,484,no,0,352,354
3,267,227,no,0,232,232
13,588,217,no,0,214,211
5,785,746,no,0,412,421
15,3175,606,no,0,411,411
13,1051,872,no,0,511,511
4,1311,557,no,0,421,421
7,337,913,no,0,514,512
1,29,1044,no,0,555,555
1,197,984,no,0,551,553
1,197,968,no,0,551,553
3,182,172,no,0,234,233
2,116,533,no,0,434,444
1,67,753,no,0,554,555
2,38,375,no,0,345,345
1,239,674,no,0,451,453
2,48,144,no,0,245,245
1,9,583,no,0,455,455
4,156,416,no,0,325,323
2,248,402,no,0,342,342
1,209,457,yes,57,351,353
3,522,18,no,0,141,131
1,29,421,no,0,355,355
1,19,417,no,0,355,355
2,148,357,no,0,343,343
2,309,263,no,0,241,242
1,99,256,no,0,252,254
5,249,638,no,0,415,422
6,247,136,no,0,125,112
1,39,1502,no,0,555,555
4,495,119,no,0,132,121
7,437,46,no,0,124,112
2,34,725,no,0,435,445
1,71,518,no,0,453,455
2,348,414,no,0,341,342
2,473,15,no,0,141,141
1,64,329,no,0,253,255
1,134,137,no,0,152,154
13,1070,18,no,0,113,111
11,2099,1,no,0,112,111
12,707,597,no,0,412,411
7,433,815,no,0,513,512
5,278,549,no,0,415,422
13,902,53,no,0,114,111
7,1223,403,no,0,311,311
5,840,654,no,0,412,421
5,768,185,no,0,221,221
2,63,1092,no,0,535,545
9,408,4,no,0,124,112
6,464,148,no,0,222,211
2,155,99,no,0,144,143
1,189,1115,no,0,551,553
1,79,1101,no,0,553,554
2,311,379,no,0,341,342
20,1791,165,yes,212,211,211
15,3049,46,no,0,111,111
1,39,822,no,0,555,555
2,84,543,no,0,435,444
5,171,618,no,0,415,423
2,45,163,no,0,245,245
1,214,683,no,0,451,453
4,574,434,no,0,321,321
1,109,504,no,0,352,354
1,299,464,no,0,351,352
4,117,81,no,0,135,124
1,99,43,no,0,153,154
1,59,35,no,0,154,155
30,1936,246,no,0,211,211
14,934,389,no,0,312,311
2,143,732,no,0,433,443
3,383,60,no,0,141,132
1,269,863,no,0,551,552
3,277,358,no,0,332,332
1,29,81,no,0,155,155
4,396,898,no,0,521,522
8,406,107,no,0,124,112
1,49,557,no,0,454,455
14,818,998,no,0,512,511
9,527,109,no,0,123,111
1,107,865,no,0,553,554
4,220,400,no,0,324,323
2,128,29,no,0,144,144
2,219,724,no,0,432,443
3,212,39,no,0,143,133
1,59,463,no,0,354,355
2,156,210,no,0,243,243
1,119,283,no,0,252,254
24,633,596,no,0,412,411
3,324,17,no,0,141,132
15,618,478,no,0,313,311
1,24,907,no,0,555,555
1,44,870,no,0,554,555
2,142,865,no,0,534,543
2,438,464,no,0,341,342
5,752,205,no,0,221,221
7,1098,56,no,0,121,111
2,181,424,no,0,343,343
1,44,549,no,0,454,455
1,134,507,no,0,352,354
1,79,388,no,0,353,354
1,39,25,no,0,155,155
12,926,220,no,0,213,211
3,572,80,no,0,141,131
9,742,620,no,0,412,411
2,363,722,no,0,431,442
10,1301,122,no,0,121,111
5,642,93,no,0,131,121
1,275,912,no,0,551,552
3,310,192,no,0,232,232
3,118,527,no,0,425,434
2,83,655,no,0,435,444
2,198,553,no,0,432,443
3,247,346,no,0,233,232
1,143,459,no,0,352,353
2,214,71,no,0,143,143
1,94,32,no,0,153,154
11,678,785,no,0,512,511
2,152,16,no,0,144,143
2,98,730,no,0,434,444
6,360,956,no,0,514,512
4,981,261,no,0,221,221
5,217,368,no,0,324,323
9,607,325,no,0,214,211
2,185,634,no,0,432,443
4,149,385,no,0,325,323
2,88,42,no,0,145,144
5,393,620,no,0,414,422
1,169,1001,no,0,551,553
16,645,336,no,0,214,211
7,663,442,no,0,313,311
3,126,380,no,0,335,334
1,149,666,no,0,452,453
1,99,578,no,0,453,454
1,24,52,no,0,155,155
4,417,43,no,0,132,122
3,215,910,no,0,523,533
2,148,422,no,0,343,343
2,398,262,no,0,241,242
7,271,3,no,0,125,112
4,85,841,no,0,525,524
3,404,661,no,0,421,432
3,421,836,no,0,521,532
4,426,435,no,0,322,322
1,49,913,no,0,554,555
4,461,312,no,0,222,221
1,172,906,no,0,551,553
2,23,827,no,0,535,545
1,99,743,no,0,453,454
6,264,388,no,0,315,312
1,234,732,no,0,451,453
1,269,721,no,0,451,452
1,26,353,no,0,355,355
1,29,329,no,0,255,255
1,49,220,no,0,254,255
8,249,140,no,0,125,112
9,758,329,no,0,213,211
6,529,92,no,0,123,111
2,122,837,no,0,534,544
1,69,640,no,0,453,455
2,98,680,no,0,434,444
4,465,290,no,0,222,221
1,109,728,no,0,452,454
2,128,697,no,0,434,444
12,541,46,no,0,115,111
1,149,576,no,0,452,453
1,138,354,no,0,352,354
1,139,70,no,0,152,154
11,503,911,no,0,513,511
5,869,380,no,0,321,321
5,188,220,no,0,225,223
2,118,1095,no,0,534,544
4,527,205,no,0,222,221
2,103,571,no,0,434,444
1,17,780,no,0,555,555
1,49,690,no,0,454,455
1,169,669,no,0,451,453
1,125,508,no,0,352,354
1,72,394,no,0,353,355
21,675,227,no,0,214,211
17,926,121,no,0,114,111
4,566,487,no,0,321,321
3,275,654,no,0,423,432
4,98,28,no,0,135,124
7,668,478,no,0,313,311
1,99,724,no,0,453,454
1,79,1009,no,0,553,554
8,634,318,no,0,214,211
5,1468,732,no,0,411,421
9,1100,148,no,0,212,211
13,725,210,yes,40,213,211
4,516,658,no,0,421,421
2,1143,899,no,0,531,541
2,138,756,no,0,534,544
1,12,673,no,0,455,455
1,79,637,no,0,453,454
1,69,455,no,0,353,355
1,89,381,no,0,353,354
2,63,309,no,0,245,245
1,49,225,yes,60,254,255
2,198,169,no,0,242,243
38,2015,641,no,0,411,411
35,1548,1,no,0,112,111
7,281,520,no,0,415,412
2,228,17,no,0,142,143
1,169,641,no,0,451,453
5,341,267,no,0,223,222
1,69,422,no,0,353,355
1,59,179,no,0,254,255
32,1373,686,no,0,411,411
15,586,389,no,0,313,311
14,518,203,no,0,214,211
7,586,526,no,0,413,411
2,113,521,no,0,434,444
3,197,87,no,0,143,133
2,308,903,no,0,531,542
3,397,22,no,0,141,132
4,346,525,no,0,422,422
2,314,526,no,0,431,442
2,138,1026,no,0,534,544
3,314,135,no,0,141,132
1,72,1046,no,0,553,555
2,93,676,no,0,434,444
1,169,1031,no,0,551,553
1,59,988,no,0,554,555
3,665,647,no,0,421,431
1,134,876,no,0,552,554
10,705,122,no,0,122,111
2,68,11,no,0,145,145
2,168,417,no,0,343,343
2,393,284,no,0,241,242
1,119,367,no,0,352,354
1,209,459,no,0,351,353
2,54,401,no,0,345,345
2,28,45,no,0,145,145
2,187,137,no,0,143,143
1,49,214,no,0,254,255
1,17,135,no,0,155,155
13,1196,709,no,0,411,411
13,782,248,no,0,213,211
8,356,31,no,0,124,112
9,385,151,no,0,215,212
7,699,646,no,0,412,411
3,97,697,no,0,425,434
4,114,149,no,0,225,224
2,238,379,no,0,342,343
6,485,750,no,0,513,511
3,330,724,no,0,422,432
1,112,1115,no,0,553,554
2,430,518,no,0,431,442
3,216,101,no,0,143,133
1,59,730,no,0,454,455
2,79,486,no,0,345,344
4,245,53,yes,70,134,122
3,181,43,no,0,143,133
2,218,74,no,0,143,143
5,345,583,no,0,414,422
1,19,884,no,0,555,555
2,81,513,no,0,345,344
8,607,8,no,0,122,111
4,175,50,no,0,135,123
1,109,725,no,0,452,454
1,249,597,no,0,451,452
1,13,486,no,0,355,355
1,149,14,no,0,152,153
20,1659,549,no,0,411,411
10,708,581,yes,160,412,411
4,429,409,no,0,322,322
3,147,641,no,0,425,433
2,188,1089,no,0,533,543
1,159,945,no,0,552,553
3,75,214,no,0,235,234
2,197,42,no,0,143,143
6,676,121,no,0,122,111
2,117,205,no,0,244,244
1,39,399,no,0,354,355
1,119,323,no,0,252,254
1,296,128,no,0,151,152
23,927,168,no,0,213,211
4,218,121,no,0,134,123
2,296,438,no,0,341,342
3,247,308,no,0,233,232
3,152,466,no,0,334,333
1,309,626,no,0,451,452
1,79,562,no,0,453,454
2,178,382,no,0,343,343
1,129,168,no,0,252,254
1,49,53,no,0,154,155
4,167,51,no,0,135,123
4,272,921,no,0,523,522
4,1109,193,no,0,221,221
4,114,473,no,0,325,324
7,768,834,no,0,512,511
6,762,576,no,0,412,411
2,163,728,no,0,433,443
3,167,683,no,0,424,433
11,995,135,no,0,114,111
6,479,84,no,0,123,111
3,127,473,no,0,335,334
4,154,316,no,0,225,223
3,347,242,no,0,232,232
3,431,386,no,0,331,332
1,235,927,no,0,551,553
2,158,392,no,0,343,343
1,49,680,no,0,454,455
1,59,620,no,0,454,455
1,139,577,no,0,452,454
1,69,426,no,0,353,355
2,178,253,no,0,243,243
2,418,751,no,0,531,542
3,202,513,no,0,333,333
4,175,46,yes,45,135,123
1,239,395,no,0,351,353
1,35,210,no,0,254,255
3,182,198,no,0,234,233
1,79,386,no,0,353,354
3,180,21,no,0,143,133
1,69,296,no,0,253,255
1,154,291,no,0,251,253
1,239,256,no,0,251,253
1,112,155,no,0,252,254
2,62,464,no,0,345,345
70,4410,414,no,0,311,311
5,264,513,no,0,324,322
4,127,889,no,0,525,524
6,477,1108,no,0,513,511
8,478,39,no,0,123,111
2,74,508,no,0,345,345
6,829,323,no,0,221,211
4,258,666,no,0,423,422
1,264,1073,no,0,551,552
4,1006,185,no,0,221,221
1,205,483,no,0,351,353
1,39,366,no,0,354,355
1,98,219,no,0,252,254
1,49,163,no,0,254,255
62,4643,78,no,0,111,111
27,2038,79,no,0,112,111
7,207,127,no,0,125,113
9,1066,189,no,0,212,211
14,665,221,no,0,214,211
2,100,526,no,0,434,444
2,89,752,no,0,535,544
6,555,620,no,0,413,411
2,138,751,no,0,534,544
1,19,872,no,0,555,555
2,142,99,yes,55,144,143
2,154,745,no,0,433,443
1,99,738,no,0,453,454
1,124,738,no,0,452,454
3,428,249,no,0,231,232
1,64,556,no,0,453,455
1,138,532,no,0,452,454
1,39,387,no,0,354,355
1,119,325,no,0,252,254
9,1511,508,no,0,311,311
26,1268,143,no,0,212,211
8,318,133,no,0,125,112
3,207,822,no,0,524,533
2,118,197,no,0,244,244
4,377,547,no,0,422,422
1,239,977,no,0,551,553
1,122,883,no,0,552,554
2,174,801,no,0,533,543
1,199,683,no,0,451,453
3,147,311,no,0,234,233
3,188,520,yes,84,424,433
1,130,154,no,0,252,254
14,971,749,no,0,511,511
4,758,1051,no,0,521,521
5,492,277,no,0,222,221
1,35,517,no,0,455,455
2,209,45,no,0,143,143
1,283,100,no,0,151,152
6,168,11,no,0,125,113
18,1441,67,no,0,113,111
27,1427,81,yes,80,113,111
5,166,43,no,0,135,123
6,829,438,no,0,312,311
5,879,374,no,0,321,321
3,244,1057,no,0,523,532
3,508,872,no,0,521,531
1,39,1046,no,0,555,555
2,178,784,no,0,533,543
1,187,773,no,0,551,553
1,149,771,no,0,552,553
1,149,655,no,0,452,453
2,44,442,no,0,345,345
2,151,375,no,0,343,343
2,120,429,yes,178,344,344
2,293,373,no,0,341,342
1,191,21,no,0,151,153
10,1066,135,no,0,121,111
23,898,221,no,0,213,211
7,627,179,no,0,221,211
2,358,576,no,0,431,442
2,133,778,no,0,534,544
6,375,74,no,0,124,112
3,457,561,no,0,421,431
1,119,917,no,0,552,554
3,410,79,yes,120,141,132
1,59,682,no,0,454,455
1,374,582,no,0,451,452
1,154,466,no,0,351,353
4,314,172,no,0,224,222
2,150,522,no,0,433,443
1,59,546,no,0,454,455
1,11,364,yes,18,355,355
2,61,263,no,0,245,245
8,796,385,no,0,312,311
2,108,795,no,0,535,544
6,397,724,no,0,414,412
3,401,368,no,0,331,332
1,109,669,no,0,452,454
2,348,570,no,0,431,442
1,26,476,no,0,355,355
3,151,144,no,0,234,233
1,24,191,no,0,255,255
16,399,588,no,0,414,412
1,114,750,no,0,553,554
1,17,98,no,0,155,155
16,570,149,no,0,214,211
12,719,101,no,0,114,111
3,430,737,no,0,421,432
5,151,246,no,0,225,223
3,310,422,no,0,332,332
1,29,360,no,0,355,355
26,668,4,no,0,115,111
4,265,106,no,0,134,122
7,516,72,no,0,123,111
2,318,935,no,0,531,542
2,378,407,no,0,341,342
10,1026,371,no,0,312,311
3,107,848,no,0,525,534
3,315,1059,no,0,522,532
8,397,627,no,0,414,412
1,129,823,no,0,552,554
3,337,697,no,0,422,432
1,59,718,no,0,454,455
1,49,58,no,0,154,155
8,485,588,no,0,413,411
2,245,739,no,0,432,442
4,334,1065,no,0,522,522
1,173,618,no,0,451,453
5,212,203,no,0,225,223
1,39,595,no,0,455,455
1,19,585,no,0,455,455
1,144,393,no,0,351,353
1,310,122,no,0,151,152
15,1186,728,no,0,411,411
3,115,939,no,0,525,534
14,1193,354,no,0,311,311
7,950,389,no,0,312,311
20,3640,17,no,0,111,111
9,486,379,no,0,314,311
2,44,135,no,0,145,145
2,268,73,no,0,142,142
1,59,402,no,0,354,355
1,9,394,no,0,355,355
1,99,385,no,0,352,354
36,1214,172,no,0,212,211
12,1093,952,no,0,511,511
11,1518,31,yes,60,112,111
2,161,417,no,0,343,343
1,89,1107,no,0,553,554
1,109,1102,no,0,553,554
2,416,329,no,0,241,242
3,147,182,no,0,234,233
4,834,51,no,0,131,121
1,121,501,no,0,352,354
4,391,326,no,0,223,222
1,94,151,no,0,252,254
2,78,43,no,0,145,144
1,107,107,no,0,152,154
10,1693,17,no,0,121,111
3,407,567,no,0,421,432
53,2011,172,no,0,211,211
21,1323,441,no,0,311,311
12,983,98,no,0,114,111
3,351,60,no,0,141,132
2,218,1096,no,0,532,543
1,134,1092,no,0,552,554
1,49,975,no,0,554,555
3,279,53,no,0,142,132
2,655,469,no,0,341,341
1,14,357,no,0,355,355
7,700,39,no,0,122,111
2,146,574,no,0,433,443
4,359,157,no,0,223,222
1,75,386,no,0,353,354
38,4113,100,no,0,111,111
15,348,239,no,0,215,212
7,441,351,no,0,314,312
7,338,478,no,0,315,312
3,161,413,no,0,334,333
7,786,667,no,0,412,411
23,1527,289,no,0,211,211
4,229,1103,no,0,523,523
6,202,592,no,0,415,413
5,464,946,no,0,513,521
6,330,25,yes,54,125,112
3,357,826,no,0,522,532
4,289,814,no,0,522,522
8,745,335,no,0,213,211
2,347,917,no,0,531,542
5,194,175,no,0,225,223
1,179,1016,no,0,551,553
1,59,812,no,0,554,555
3,449,423,no,0,331,331
2,250,158,no,0,242,242
1,119,679,no,0,452,454
1,67,674,no,0,453,455
2,148,368,no,0,343,343
3,177,428,no,0,334,333
4,296,536,no,0,422,422
5,260,358,no,0,324,322
2,44,466,no,0,345,345
2,197,235,no,0,242,243
1,19,428,no,0,355,355
1,69,380,no,0,353,355
2,250,102,no,0,142,142
1,299,263,no,0,251,252
1,17,142,no,0,255,255
1,79,15,yes,240,153,154
26,3735,137,no,0,111,111
69,3465,123,no,0,111,111
36,4224,107,no,0,111,111
7,628,1039,no,0,512,511
4,305,1115,no,0,522,522
8,314,94,no,0,125,112
3,170,163,no,0,234,233
5,368,478,no,0,322,322
1,169,1094,no,0,551,553
3,233,555,no,0,423,433
1,17,844,no,0,555,555
1,39,737,no,0,455,455
1,53,465,no,0,354,355
1,99,422,no,0,352,354
1,24,416,no,0,355,355
1,39,402,no,0,354,355
1,39,225,no,0,254,255
1,29,51,no,0,155,155
62,4680,85,no,0,111,111
3,400,669,no,0,421,432
3,82,996,no,0,525,534
6,655,87,no,0,122,111
16,1786,161,no,0,211,211
6,641,884,no,0,512,511
3,216,220,no,0,233,233
7,548,1,no,0,123,111
7,533,256,no,0,222,211
3,226,549,no,0,423,433
3,186,427,no,0,334,333
5,335,39,no,0,133,122
10,1429,37,no,0,121,111
4,241,994,no,0,523,522
3,377,413,no,0,331,332
2,88,417,no,0,345,344
2,184,977,no,0,533,543
3,299,807,no,0,522,532
4,104,982,no,0,525,524
1,259,1015,no,0,551,552
2,298,800,no,0,531,542
3,397,214,no,0,231,232
2,354,721,no,0,431,442
1,132,848,no,0,552,554
1,39,756,no,0,555,555
1,39,721,no,0,455,455
1,89,662,no,0,453,454
1,189,602,no,0,451,453
1,99,461,no,0,352,354
2,116,436,no,0,344,344
1,119,393,no,0,352,354
1,55,323,no,0,254,255
1,59,319,no,0,254,255
1,260,157,no,0,251,252
2,178,45,no,0,143,143
1,339,72,no,0,151,152
11,261,368,no,0,315,312
10,354,25,no,0,124,112
2,368,717,no,0,431,442
10,991,793,no,0,511,511
3,199,991,no,0,524,533
1,99,633,no,0,453,454
2,133,165,no,0,243,244
12,807,919,no,0,512,511
6,169,98,no,0,125,113
4,280,763,no,0,522,522
13,2767,18,no,0,111,111
2,38,1057,no,0,535,545
2,117,142,no,0,244,244
2,196,645,no,0,432,443
1,242,480,no,0,351,352
1,559,386,no,0,351,351
1,79,241,no,0,253,254
11,919,151,no,0,213,211
8,676,549,no,0,412,411
2,258,1092,no,0,532,542
2,318,570,no,0,431,442
2,28,728,no,0,435,445
30,547,123,no,0,115,111
8,741,16,no,0,122,111
1,39,743,no,0,455,455
1,159,693,no,0,451,453
4,485,74,no,0,132,121
2,58,591,no,0,435,445
1,49,543,no,0,454,455
2,68,323,no,0,245,245
2,138,29,no,0,144,144
10,1262,134,no,0,121,111
6,390,977,no,0,514,512
3,114,780,no,0,525,534
4,321,256,no,0,223,222
3,354,878,no,0,522,532
5,271,46,no,0,134,122
2,123,1037,no,0,534,544
3,492,361,no,0,331,331
2,134,527,no,0,433,444
1,159,361,no,0,351,353
1,179,304,no,0,251,253
4,364,1016,no,0,522,522
7,566,221,no,0,221,211
2,28,955,no,0,535,545
1,149,1093,no,0,552,553
2,215,500,no,0,342,343
1,189,542,no,0,451,453
7,807,71,no,0,121,111
1,24,99,no,0,155,155
7,496,823,no,0,513,511
2,58,303,no,0,245,245
8,964,821,no,0,511,511
1,89,869,no,0,553,554
12,3406,22,no,0,111,111
3,422,380,no,0,331,332
1,134,525,no,0,452,454
2,198,49,no,0,143,143
1,29,308,no,0,255,255
1,69,274,no,0,253,255
1,109,74,no,0,152,154
16,1269,800,no,0,511,511
6,302,716,no,0,415,412
2,108,494,no,0,344,344
1,49,752,no,0,554,555
1,98,519,no,0,453,454
1,124,423,no,0,352,354
38,1523,268,no,0,211,211
16,634,31,no,0,115,111
8,965,583,no,0,411,411
2,282,520,no,0,431,442
4,256,1089,no,0,523,522
1,169,765,no,0,551,553
1,29,310,no,0,255,255
8,380,387,no,0,314,312
6,1087,582,no,0,411,411
1,49,212,no,0,254,255
43,3393,416,no,0,311,311
2,317,1108,no,0,531,542
23,2119,134,no,0,112,111
13,698,10,no,0,115,111
4,383,724,no,0,422,422
8,585,231,no,0,214,211
3,105,681,no,0,425,434
3,357,385,no,0,332,332
10,1338,437,no,0,311,311
1,149,1110,no,0,552,553
1,19,1085,no,0,555,555
5,588,158,no,0,221,221
1,99,556,no,0,453,454
1,59,415,no,0,354,355
6,336,102,no,0,124,112
1,49,87,no,0,154,155
20,1357,388,no,0,311,311
46,2342,11,no,0,111,111
25,949,350,no,0,312,311
12,1518,673,no,0,411,411
4,212,654,no,0,423,423
8,900,347,no,0,312,311
2,65,598,no,0,435,445
13,783,129,no,0,114,111
5,200,525,no,0,415,423
2,148,830,no,0,534,543
7,673,367,no,0,313,311
1,159,1082,no,0,552,553
2,293,807,no,0,531,542
2,343,904,no,0,531,542
2,54,717,no,0,435,445
4,271,567,no,0,423,422
1,189,704,yes,206,451,453
1,109,667,no,0,452,454
1,109,654,no,0,452,454
1,39,568,no,0,455,455
2,78,549,no,0,435,444
3,352,67,no,0,141,132
1,43,254,no,0,254,255
1,9,242,no,0,255,255
3,337,134,no,0,141,132
26,1571,142,no,0,211,211
28,1152,71,no,0,113,111
3,236,802,yes,100,523,533
4,546,413,no,0,321,321
2,281,907,no,0,531,542
5,183,421,no,0,325,323
7,1085,784,no,0,511,511
5,698,270,no,0,221,221
3,63,850,no,0,525,535
4,370,364,no,0,322,322
1,80,463,no,0,353,354
1,89,22,no,0,153,154
1,290,37,no,0,151,152
13,1136,728,no,0,411,411
25,1945,11,no,0,112,111
24,1584,557,no,0,411,411
37,1436,94,no,0,113,111
3,613,500,no,0,331,331
2,48,350,no,0,345,345
50,5432,39,no,0,111,111
50,2909,280,no,0,211,211
10,1054,549,no,0,411,411
2,202,534,no,0,432,443
1,59,1089,no,0,554,555
9,203,242,no,0,215,213
3,247,217,no,0,233,232
3,549,840,no,0,521,531
2,98,483,no,0,344,344
3,126,571,no,0,425,434
5,435,366,no,0,322,322
1,49,815,no,0,554,555
2,128,466,no,0,344,344
22,2220,165,no,0,211,211
7,558,220,no,0,221,211
8,614,353,no,0,313,311
3,427,1012,no,0,521,532
6,637,22,yes,60,122,111
2,96,14,no,0,145,144
1,169,763,no,0,551,553
1,69,725,no,0,453,455
23,813,539,no,0,412,411
3,395,367,no,0,331,332
2,48,22,no,0,145,145
1,149,711,no,0,452,453
1,189,240,no,0,251,253
1,79,172,no,0,253,254
8,373,455,no,0,315,312
5,356,633,no,0,414,422
4,536,1102,no,0,521,521
3,66,325,no,0,235,235
3,208,396,no,0,333,333
11,905,24,no,0,114,111
5,194,765,yes,563,515,523
1,9,617,no,0,455,455
30,2882,220,no,0,211,211
14,1272,556,no,0,411,411
11,794,203,no,0,213,211
5,307,1024,no,0,514,522
2,263,680,no,0,431,442
2,260,886,no,0,532,542
1,69,683,no,0,453,455
1,119,414,no,0,352,354
4,470,247,no,0,222,221
14,2549,556,no,0,411,411
3,295,898,no,0,522,532
14,717,78,no,0,114,111
1,59,738,no,0,454,455
1,52,581,no,0,454,455
1,294,539,yes,79,451,452
2,183,207,no,0,243,243
1,209,171,no,0,251,253
31,3936,73,no,0,111,111
25,1888,10,no,0,112,111
16,1156,119,no,0,113,111
5,325,239,no,0,223,222
7,1136,70,no,0,121,111
2,207,779,no,0,532,543
6,444,30,no,0,124,112
1,49,625,no,0,454,455
1,89,511,no,0,353,354
25,1306,16,no,0,113,111
32,1909,256,no,0,211,211
12,964,772,no,0,511,511
2,113,735,no,0,434,444
8,1089,406,no,0,312,311
3,473,596,no,0,421,431
4,172,218,no,0,225,223
6,404,84,no,0,124,112
2,120,849,no,0,534,544
1,17,875,no,0,555,555
2,298,633,no,0,431,442
1,49,760,no,0,554,555
1,99,716,no,0,453,454
1,107,520,no,0,452,454
3,100,253,no,0,235,234
1,39,203,no,0,254,255
2,48,81,no,0,145,145
15,468,324,no,0,215,211
7,275,674,no,0,415,412
8,849,311,no,0,213,211
6,437,70,no,0,124,112
3,460,969,no,0,521,531
2,70,960,no,0,535,545
4,223,429,no,0,324,323
2,313,435,no,0,341,342
2,68,436,no,0,345,345
1,139,92,no,0,152,154
1,74,44,no,0,153,155
19,1864,113,no,0,112,111
16,1339,268,no,0,212,211
28,1322,142,yes,50,212,211
7,680,176,no,0,221,211
6,312,380,no,0,315,312
3,202,31,no,0,143,133
5,536,46,no,0,131,121
